id,modes.mode,grp,active,artemisId,make,manufacturerDate,productModel,modelNumber,seatType,heightRange,weightRange,minHeight,maxHeight,minWeight,maxWeight,picture,complaintsCount,recallsCount,investigationsCount,manufacturerCommunicationsCount,modes.count,modes.recommendedAge,modes.harnessType,modes.modeWeight,modes.weightHeightRange,modes.minUsingSeatBelts,modes.maxUsingSeatBelts,modes.minUsingLowerAnchors,modes.maxUsingLowerAnchors,modes.maxUsingLowerAnchorsFinal,modes.minChildHeight,modes.maxChildHeight,modes.maxChildHeightFinal,modes.maxChildWeightFinal,modes.ratings.label,modes.ratings.notes,geom.score,EvaluationLabels,EvaluationOfInstructions,OverallRating,SecuringChild,VehicleInstallationFeatures
137772,Rear-Facing,202,FALSE,,Graco,2018-04-25,Extend2Fit,2032087,Convertible,"Up to 49.0""",4.0lbs - 65.0lbs,0,49,4,65,https://static.nhtsa.gov/images/childseats/Graco_Extend2Fit_Safety_Surround_webview.jpg,0,0,0,0,2,FALSE,5-pt,19.7,"4lb - 50lb / top of head 1"" from headrest adjustment lever",4,50,4,45.3,45,0,-5,49,65,Rating Name,"The cupholders were not attached when the car seat was removed from the packaging, and they must be installed prior to use per the manufacturer. When converting to this mode of use, there are multiple steps to follow but the actions themselves are simple. There are no illustrations given on the car seat to show conversion to this mode from another mode of use. When cleaning the seat, loose parts may be generated.
The labels do not explain how to use LATCH in detail.
Interference is possible between the vehicle seat belt or LATCH belt and the harness. The LATCH attachments have buttons to depress for removal from the vehicle's LATCH anchors. The storage location for the LATCH belt is not obvious and may be overlooked.
The instruction manual storage location may be difficult to find. No complete illustration of a child in the car seat is shown next to height/weight information.
When converting to this mode of use, there are multiple steps to follow but the actions themselves are simple. There are no illustrations given on the car seat to show conversion to this mode from another mode of use. When cleaning the seat, loose parts may be generated.
There is not a full picture of a child properly restrained in the child seat directly next to sizing information on the labeling. The labels do not explain how to use LATCH and the tether strap in detail.
Interference is possible between the vehicle seat belt or LATCH belt and the harness. The LATCH attachments have buttons to depress for removal from the vehicle's LATCH anchors. The storage locations for the LATCH belt and/or tether strap are not obvious and may be overlooked.
The instruction manual storage location may be difficult to find and cannot be accessed while the child is secured in the seat. No complete illustration of a child in the car seat is shown next to height/weight information. The tether is not labeled in the illustrations depicting acceptable modes of installation.",3.83672235851862,5,5,4,4,3
137720,Booster,277,FALSE,,Nuna,2016-05-26,AACE,CS-40-003,Booster,"38.0"" - 60.0""",40.0lbs - 120.0lbs,38,60,40,120,https://static.nhtsa.gov/images/childseats/Nuna_AACE_webview.jpg,0,0,0,0,1,FALSE,Highback/No Back,15.7,"40lb - 120lb / 38"" - 60""",40,120,-3,49.3,-3,38,60,60,120,Rating Name,"The car seat was not fully assembled when it was removed from its packaging. There are no illustrations on the car seat showing how to convert the booster from highback mode to no-back mode.
The warning against using a lap belt only is in text only (not illustrated) on the labels.
The instruction manual cannot be accessed when a child is seated in the seat and the storage location may be difficult to find. The indication that the safest place in the vehicle for children is the rear seat is buried within a bulleted list. There is no warning against using a lap-only belt in the belt routing section of the instruction manual.",3.80730787743176,5,4,4,2,5
137740,Booster,80,FALSE,,Cosco,2018-04-21,Rise,BC126-EUY,Booster,"43.0"" - 57.0""",40.0lbs - 100.0lbs,43,57,40,100,https://static.nhtsa.gov/images/childseats/Cosco_Rise_webview.jpg,0,0,0,0,1,FALSE,No back,2.1,"40lb - 100lb / 43"" - 57""",40,100,-3,62.9,-3,43,57,57,100,Rating Name,"The belt path is not completely labeled.
The instruction manual was not attached to the seat when it was removed from its packaging. The instruction manual storage location may be difficult to find. No complete illustration of a child in the CRS is shown next to height/weight information. The warning stating that the safest place for children in a vehicle is the rear seat is buried among other text.",3.80730787743176,4,2,4,5,5
137744,Booster,281,FALSE,,Peg Perego,2016-12-12,Viaggio Shuttle 120,IMVS00US35DX45DX13,Booster,"39.0"" - 63.0""",40.0lbs - 120.0lbs,39,63,40,120,https://static.nhtsa.gov/images/childseats/Peg_Perego_Shuttle_webview.jpg,0,0,0,0,1,FALSE,No back,6.7,"40lb - 120lb / 39"" - 63""",40,120,-3,58.3,-3,39,63,63,120,Rating Name,"No supplemental sizing information is given on the labels. The belt path is not completely labeled. The label warning against using a lap-only belt is not illustrated on the seat (given in text only).
The instruction manual cannot be accessed when a child is seated in the seat. No complete illustration of a child in the CRS is shown next to height/weight information. No supplemental sizing information beyond the minimum/maximum heights/weights is given in the owner's manual. The indication that the safest place in the vehicle for children is the rear seat is buried within a bulleted list. There is no warning against using a lap-only belt in the belt routing section of the instruction manual.",3.80730787743176,2,4,4,5,5
137813,Rear-Facing,99,FALSE,,Cybex,2020-12-01,Cloud Q,519003939,Infant,"Up to 30.0""",4.0lbs - 35.0lbs,0,30,4,35,https://static.nhtsa.gov/images/childseats/Cybex_Cloud_Q.jpg,0,0,0,0,1,FALSE,5-pt,26.7,"4lb - 35lb / up to 30""",4,35,4,38.3,35,0,30,30,35,Rating Name,"The car seat was not set for the smallest possible occupant when it was removed from its packaging.
Supplemental sizing information is given in text only (not illustrated) on the labels. There is not a full picture of a child properly restrained in the child seat directly next to sizing information on the labeling. No indication of correct harness height relative to the child is given on the labels. The belt routing path is not clearly labeled.
LATCH attachments have buttons to depress for removal. There is no labeling to indicate which position the carrier handle should be placed in in the vehicle.
The instruction manual was attached to the seat in a difficult-to-find location when the car seat was removed from its packaging. The instruction manual storage location cannot be accessed when the car seat is installed. Instructions for determining seat belt types are present but are incomplete.",3.80730787743176,2,4,4,5,5
137831,Booster,50,FALSE,,Britax,2019-08-01,Grou With You Clicktight,E1C199L,Combination,"34.0"" - 63.0""",25.0lbs - 120.0lbs,34,63,25,120,https://static.nhtsa.gov/images/childseats/Britax_Grow_With_You_Clicktight.jpg,0,0,0,0,2,FALSE,Highback,25.2,"40lb - 120lb / 44"" - 63""",40,120,40,39.8,-3,44,63,63,120,Rating Name,"There are no illustrations given on the car seat to show conversion to this mode from another mode of use. Loose parts may be generated when disassembling for cleaning. When converting to forward-facing mode from booster mode, the harness must be reinstalled.
The tether is not labeled in the diagrams showing overviews of the different methods of installation.
LATCH attachments have buttons to depress for removal.
No complete illustration of a child in the car seat is shown next to height/weight information. The tether is not labeled in the illustrations depicting acceptable modes of installation. Instructions for determining seat belt types are present but are incomplete.
There are no illustrations given on the car seat to show conversion to this mode from another mode of use. Loose parts may be generated when disassembling for cleaning. When converting this seat to booster mode, the harness must be removed and could be misplaced.
The warning against using a lap-only belt does not explicitly state that a lap-only belt may not be used.
No complete illustration of a child in the car seat is shown next to height/weight information. The warning against using a lap-only belt is not illustrated in the seat belt routing/usage section.",3.80730787743176,4,4,4,1,5
137831,Forward-Facing,49,FALSE,,Britax,2019-08-01,Grou With You Clicktight,E1C199L,Combination,"34.0"" - 63.0""",25.0lbs - 120.0lbs,34,63,25,120,https://static.nhtsa.gov/images/childseats/Britax_Grow_With_You_Clicktight.jpg,0,0,0,0,2,FALSE,5-pt,25.2,"25lb - 65lb / 34"" - 49""",25,65,25,39.8,40,34,49,63,120,Rating Name,"There are no illustrations given on the car seat to show conversion to this mode from another mode of use. Loose parts may be generated when disassembling for cleaning. When converting to forward-facing mode from booster mode, the harness must be reinstalled.
The tether is not labeled in the diagrams showing overviews of the different methods of installation.
LATCH attachments have buttons to depress for removal.
No complete illustration of a child in the car seat is shown next to height/weight information. The tether is not labeled in the illustrations depicting acceptable modes of installation. Instructions for determining seat belt types are present but are incomplete.
There are no illustrations given on the car seat to show conversion to this mode from another mode of use. Loose parts may be generated when disassembling for cleaning. When converting this seat to booster mode, the harness must be removed and could be misplaced.
The warning against using a lap-only belt does not explicitly state that a lap-only belt may not be used.
No complete illustration of a child in the car seat is shown next to height/weight information. The warning against using a lap-only belt is not illustrated in the seat belt routing/usage section.",3.80730787743176,5,4,5,4,5
137834,Booster,63,FALSE,,Chicco,2021-05-01,Kidfit,79014520070,Booster,"38.0"" - 57.0""",40.0lbs - 110.0lbs,38,57,40,110,https://static.nhtsa.gov/images/childseats/Chicco_KidFit_2-in-1.jpg,0,0,0,0,1,FALSE,Highback/No Back,10.3,"40lb - 110lb / 38"" - 57""",40,110,40,54.7,-3,38,57,57,110,Rating Name,"The car seat was not fully assembled and ready to use for the smallest possible occupant when it was removed from its packaging. There are no illustrations given on the car seat to show conversion to no-back mode from highback mode.
Supplemental sizing information is given in text only on the labels. The warning against using a lap-only belt is not illustrated.
The instruction manual storage location may be difficult to find and cannot be accessed while the child is secured in the seat. The warning that the rear seat is the safest place in a vehicle for children is not illustrated.",3.80730787743176,4,5,4,2,5
137713,Rear-Facing,250,FALSE,,Graco,2017-03-28,Snugride Snuglock 35 Elite,2001874,Infant,"Up to 32.0""",4.0lbs - 35.0lbs,0,32,4,35,https://static.nhtsa.gov/images/childseats/Graco_Snuglock_35_Elite_2017webview.jpg,0,0,0,0,1,FALSE,5-pt,19.1,"4lb - 35lb / up to 32""",4,35,4,45.9,35,0,32,32,35,Rating Name,"The seat was not set for the smallest occupant when removed from the packaging. The harness clip is not labeled to indicate where it should be placed relative to the child's body.
There is not a full picture of a child properly restrained in the child seat directly next to sizing information on the labeling. The labels do not explain how to use LATCH.
LATCH attachments have buttons to depress for removal. The storage location for the LATCH belt and/or tether hook is not obvious and may be overlooked. There is no labeling to indicate which position the carrier handle should be placed in in the vehicle.
The instruction manual storage may be difficult to find. No full picture exists of a properly restrained child next to sizing information in the instruction manual. There are no specific instructions for routing lap-only vehicle seat belts.",3.77635004517961,3,4,4,4,4
137728,Forward-Facing,262,FALSE,,Maxi-Cosi,2017-10-30,Pria 85 Max,CC212-EMR,Convertible,"Up to 52.0""",5.0lbs - 85.0lbs,0,52,5,85,https://static.nhtsa.gov/images/childseats/Maxi_Cosi_Pria_85_Max_webview.jpg,0,0,0,0,2,FALSE,5-pt,19.2,"22lb - 85lb / 29"" - 52""",22,85,22,45.8,50,29,52,52,85,Rating Name,"The seat was not set for the smallest occupant when removed from the packaging. The harness clip is not labeled to indicate where it should be placed relative to the child's body. There are no illustrations on the seat depicting the conversion between rear-facing and forward-facing modes. When converting between modes, the user must refer to the owner's manual for complete instructions.
The labels do not show how to prepare the LATCH attachments for use.
Interference is possible between the vehicle seat belt or LATCH belt and the crotch buckle. There are fewer than 3 levels of recline available for this mode, and there is a line that must be leveled to the ground in order to achieve the proper recline angle. LATCH attachments have buttons to depress for removal. The storage location for the LATCH belt is not obvious and may be overlooked.
There are no specific instructions for routing lap-only vehicle seat belts. The indication that the safest place in the vehicle for children is the rear seat is buried within text in the manual.
The harness clip is not labeled to indicate where it should be placed relative to the child's body. There are no illustrations on the seat depicting the conversion between rear-facing and forward-facing modes. When converting between modes, the user must refer to the owner's manual for complete instructions.
The tether is not labeled in the illustrations depicting acceptable modes of installation. The labels do not explain how to prepare the LATCH or the tether hook for use.
LATCH attachments have buttons to depress for removal. The storage locations for the LATCH belt and/or tether strap are not obvious and may be overlooked.
There are no specific instructions for routing lap-only vehicle seat belts. The indication that the safest place in the vehicle for children is the rear seat is buried within text in the manual.",3.76740446663895,3,4,4,4,5
137728,Rear-Facing,261,FALSE,,Maxi-Cosi,2017-10-30,Pria 85 Max,CC212-EMR,Convertible,"Up to 52.0""",5.0lbs - 85.0lbs,0,52,5,85,https://static.nhtsa.gov/images/childseats/Maxi_Cosi_Pria_85_Max_webview.jpg,0,0,0,0,2,FALSE,5-pt,19.2,"5lb - 40lb / up to 40""",5,40,5,45.8,40,0,40,52,85,Rating Name,"The seat was not set for the smallest occupant when removed from the packaging. The harness clip is not labeled to indicate where it should be placed relative to the child's body. There are no illustrations on the seat depicting the conversion between rear-facing and forward-facing modes. When converting between modes, the user must refer to the owner's manual for complete instructions.
The labels do not show how to prepare the LATCH attachments for use.
Interference is possible between the vehicle seat belt or LATCH belt and the crotch buckle. There are fewer than 3 levels of recline available for this mode, and there is a line that must be leveled to the ground in order to achieve the proper recline angle. LATCH attachments have buttons to depress for removal. The storage location for the LATCH belt is not obvious and may be overlooked.
There are no specific instructions for routing lap-only vehicle seat belts. The indication that the safest place in the vehicle for children is the rear seat is buried within text in the manual.
The harness clip is not labeled to indicate where it should be placed relative to the child's body. There are no illustrations on the seat depicting the conversion between rear-facing and forward-facing modes. When converting between modes, the user must refer to the owner's manual for complete instructions.
The tether is not labeled in the illustrations depicting acceptable modes of installation. The labels do not explain how to prepare the LATCH or the tether hook for use.
LATCH attachments have buttons to depress for removal. The storage locations for the LATCH belt and/or tether strap are not obvious and may be overlooked.
There are no specific instructions for routing lap-only vehicle seat belts. The indication that the safest place in the vehicle for children is the rear seat is buried within text in the manual.",3.76740446663895,5,5,4,3,2
137802,Booster,218,FALSE,,Graco,2019-04-02,Grows4Me,2074606,All-in-One,"Up to 57.0""",5.0lbs - 110.0lbs,0,57,5,110,https://static.nhtsa.gov/images/childseats/Graco_Grows4Me_webview.jpg,0,0,0,0,3,FALSE,Highback/No Back,21.6,"40lb - 110lb / 43"" - 57""",40,110,40,43.4,-3,43,57,57,110,Rating Name,"The cupholder must be installed prior to using the car seat. There are no illustrations given on the car seat to show conversion to this mode from another mode of use. When converting to this mode of use, the LATCH belt must be rerouted through the belt path.
The labels do not explain how to use LATCH in detail.
It may be uncomfortable for those with larger hands to route the seat belt or LATCH belt through the belt path. The padding may need to be moved to route the seat belt or LATCH belt through the belt path. Interference is possible between the vehicle seat belt or LATCH belt and harness. The car seat is equipped with hook-style LATCH attachments which may require twisting to remove from the lower anchors in the vehicle. The storage location for the LATCH belt in the rear-facing belt path may be difficult to find.
Supplemental sizing information is given in text only (not illustrated) in the manual. No complete illustration of a child in the car seat is shown next to height/weight information. Lap-belt-only usage instructions are not given in the belt routing section.
There are no illustrations given on the car seat to show conversion to this mode from another mode of use. When converting to this mode of use, the LATCH belt must be rerouted through the belt path.
The labels do not explain how to use LATCH or the tether strap in detail.
The car seat is equipped with hook-style LATCH attachments which may require twisting to remove from the lower anchors in the vehicle.
The instruction manual storage location cannot be accessed while the child is secured in the seat. No complete illustration of a child in the car seat is shown next to height/weight information. Lap-belt-only usage instructions are not given in the belt routing section.
There are no illustrations given on the car seat to show conversion to this mode from another mode of use. There are no illustrations showing how to convert this seat from high back mode to low back mode. When converting to this mode of use, the LATCH belt must be rerouted through the belt path if converting from rear-facing mode.
The belt path is not completely labeled.
The instruction manual storage location cannot be accessed while the child is secured in the seat.",3.73498402214747,4,5,4,2,5
137802,Forward-Facing,217,FALSE,,Graco,2019-04-02,Grows4Me,2074606,All-in-One,"Up to 57.0""",5.0lbs - 110.0lbs,0,57,5,110,https://static.nhtsa.gov/images/childseats/Graco_Grows4Me_webview.jpg,0,0,0,0,3,FALSE,5-pt,21.6,"22lb - 65lb / up to 49""",22,65,22,43.4,45,0,49,57,110,Rating Name,"The cupholder must be installed prior to using the car seat. There are no illustrations given on the car seat to show conversion to this mode from another mode of use. When converting to this mode of use, the LATCH belt must be rerouted through the belt path.
The labels do not explain how to use LATCH in detail.
It may be uncomfortable for those with larger hands to route the seat belt or LATCH belt through the belt path. The padding may need to be moved to route the seat belt or LATCH belt through the belt path. Interference is possible between the vehicle seat belt or LATCH belt and harness. The car seat is equipped with hook-style LATCH attachments which may require twisting to remove from the lower anchors in the vehicle. The storage location for the LATCH belt in the rear-facing belt path may be difficult to find.
Supplemental sizing information is given in text only (not illustrated) in the manual. No complete illustration of a child in the car seat is shown next to height/weight information. Lap-belt-only usage instructions are not given in the belt routing section.
There are no illustrations given on the car seat to show conversion to this mode from another mode of use. When converting to this mode of use, the LATCH belt must be rerouted through the belt path.
The labels do not explain how to use LATCH or the tether strap in detail.
The car seat is equipped with hook-style LATCH attachments which may require twisting to remove from the lower anchors in the vehicle.
The instruction manual storage location cannot be accessed while the child is secured in the seat. No complete illustration of a child in the car seat is shown next to height/weight information. Lap-belt-only usage instructions are not given in the belt routing section.
There are no illustrations given on the car seat to show conversion to this mode from another mode of use. There are no illustrations showing how to convert this seat from high back mode to low back mode. When converting to this mode of use, the LATCH belt must be rerouted through the belt path if converting from rear-facing mode.
The belt path is not completely labeled.
The instruction manual storage location cannot be accessed while the child is secured in the seat.",3.73498402214747,4,4,4,5,5
137802,Rear-Facing,216,FALSE,,Graco,2019-04-02,Grows4Me,2074606,All-in-One,"Up to 57.0""",5.0lbs - 110.0lbs,0,57,5,110,https://static.nhtsa.gov/images/childseats/Graco_Grows4Me_webview.jpg,0,0,0,0,3,FALSE,5-pt,21.9,"5lb - 40lb / head up to 1"" below headrest adjustment handle",5,40,5,43.1,40,0,-5,57,110,Rating Name,"The cupholder must be installed prior to using the car seat. There are no illustrations given on the car seat to show conversion to this mode from another mode of use. When converting to this mode of use, the LATCH belt must be rerouted through the belt path.
The labels do not explain how to use LATCH in detail.
It may be uncomfortable for those with larger hands to route the seat belt or LATCH belt through the belt path. The padding may need to be moved to route the seat belt or LATCH belt through the belt path. Interference is possible between the vehicle seat belt or LATCH belt and harness. The car seat is equipped with hook-style LATCH attachments which may require twisting to remove from the lower anchors in the vehicle. The storage location for the LATCH belt in the rear-facing belt path may be difficult to find.
Supplemental sizing information is given in text only (not illustrated) in the manual. No complete illustration of a child in the car seat is shown next to height/weight information. Lap-belt-only usage instructions are not given in the belt routing section.
There are no illustrations given on the car seat to show conversion to this mode from another mode of use. When converting to this mode of use, the LATCH belt must be rerouted through the belt path.
The labels do not explain how to use LATCH or the tether strap in detail.
The car seat is equipped with hook-style LATCH attachments which may require twisting to remove from the lower anchors in the vehicle.
The instruction manual storage location cannot be accessed while the child is secured in the seat. No complete illustration of a child in the car seat is shown next to height/weight information. Lap-belt-only usage instructions are not given in the belt routing section.
There are no illustrations given on the car seat to show conversion to this mode from another mode of use. There are no illustrations showing how to convert this seat from high back mode to low back mode. When converting to this mode of use, the LATCH belt must be rerouted through the belt path if converting from rear-facing mode.
The belt path is not completely labeled.
The instruction manual storage location cannot be accessed while the child is secured in the seat.",3.73498402214747,5,5,3,4,1
137671,Rear-Facing,143,FALSE,,Eddie Bauer,2016-04-29,SureFit,IC212-DJE,Infant,"Up to 32.0""",4.0lbs - 35.0lbs,0,32,4,35,https://static.nhtsa.gov/images/childseats/Eddie Bauer SureFit.jpg,0,0,0,0,1,FALSE,5-pt,14.8,"4lb - 35lb / up to 32""",4,35,4,50.2,35,0,32,32,35,Rating Name,"The seat was not set up for the smallest occupant when it was removed from the packaging. A head hugger or body pillow blocks the harness slots from being visible. The harness must be rethreaded to adjust height for the child's growth as well as for reassembly after cleaning.
There is not a full picture of a child properly restrained in the CRS directly next to sizing information on the labeling. The labels do not explain how to use LATCH.
The car seat is equipped with hook-style LATCH attachments which may require twisting to remove from the lower anchors in the vehicle.  The storage location for the LATCH belt is not obvious and may be overlooked.
The manual cannot be accessed while the car seat is installed in this mode and the child is in the car seat. The owner's manual may fall out of the storage location on the carrier and there is no storage location in the base. No full picture exists of a properly restrained child next to sizing information in the owner's manual. The section describing vehicle seat belt types is incomplete and may be missing important information.",3.72791927319135,3,4,4,3,5
137717,Booster,259,FALSE,,kiddy,2017-01-21,Cruiser 3,51523CFU40,Booster,"38.0"" - 63.0""",33.0lbs - 120.0lbs,38,63,33,120,https://static.nhtsa.gov/images/childseats/Kiddy_Cruiser_3_webview.jpg,0,0,0,0,1,FALSE,Highback,16.3,"33lb - 120lb / 38"" - 63""",33,120,-3,48.7,-3,38,63,63,120,Rating Name,"There is not a full picture of a child properly restrained in the child seat directly next to sizing information on the labeling. The belt routing path is not completely labeled.
The shoulder belt positioning device requires the use of two hands, but the action of positioning is simple.
The instruction manual cannot be accessed when a child is seated in the seat. No full picture exists of a properly restrained child next to sizing information in the instruction manual. Supplemental sizing information is given in text only (not illustrated) in the manual. The warning that the safest place for children is the rear seat is buried within text. The warning against using a lap-only belt is not illustrated in the seat belt routing section.",3.72791927319135,3,3,4,5,4
137782,Rear-Facing,284,FALSE,,Peg Perego,2018-03-26,Primo Viaggio 4-35 Nido,IMPV04US35DX51TS41,Infant,"Up to 32.0""",4.0lbs - 35.0lbs,0,32,4,35,https://static.nhtsa.gov/images/childseats/Peg_Perego_Nido_webview.jpg,0,0,0,0,1,FALSE,5-pt,21.7,"4lb - 35lb / up to 32""",4,35,4,43.3,35,0,32,32,35,Rating Name,"The harness clip is not labeled to indicate where it should be placed relative to the child's body. When reassembling after cleaning, the harness must be rethreaded in the car seat and loose parts may exist.
The belt routing path is not completely labeled. The labels do not explain how to use LATCH in detail.
LATCH attachments have buttons to depress for removal. There is no labeling to indicate which position the carrier handle should be placed in in the vehicle.
The instruction manual was not attached to the seat when it was removed from its packaging. No complete illustration of a child in the CRS is shown next to height/weight information. In the section summarizing acceptable methods of installation for this mode of use, the diagrams are not labeled. The warning to avoid placing a rear-facing child seat in front of an active frontal air bag is located amongst other warnings.",3.72791927319135,3,3,4,4,5
137811,Booster,46,FALSE,,Britax,2021-01-21,Skyline,E1C269H,Booster,"44.0"" - 63.0""",40.0lbs - 120.0lbs,44,63,40,120,https://static.nhtsa.gov/images/childseats/Britax_Skyline.jpg,0,0,0,0,1,FALSE,Highback/No Back,11,"40lb - 120lb / 44"" - 63""",40,120,40,54,-3,44,63,63,120,Rating Name,"The seat was not set for the smallest occupant (back not attached) when removed from the packaging.
Illustrations of highback and low back modes are not labeled on the car seat's labels. The warning against using a lap-only belt does not explicitly state that a lap-only belt may not be used.
The instruction manual storage location may be difficult to find and cannot be accessed while the child is secured in the seat. Supplemental sizing information is given in text only (not illustrated) in the manual. The warning against using a lap-only belt is not illustrated in the seat belt routing/usage section.",3.72791927319135,3,4,4,3,5
137832,Booster,51,FALSE,,Britax,2020-06-17,Highpoint,E1C238T,Booster,"44.0"" - 63.0""",40.0lbs - 120.0lbs,44,63,40,120,https://static.nhtsa.gov/images/childseats/Britax_Highpoint.jpg,0,0,0,0,1,FALSE,Highback/No Back,11.9,"40lb - 120lb / 44"" - 63""",40,120,40,53.1,-3,44,63,63,120,Rating Name,"The car seat was not fully assembled and ready to use for the smallest possible occupant when it was removed from its packaging.
Diagrams showing methods of use (highback and no back) are not labeled on the car seat's labels. The warning against using a lap-only belt does not explicitly state that a lap-only belt may not be used.
The instruction manual storage location may be difficult to find and cannot be accessed while the child is secured in the seat. The warning that the rear seat is the safest place in a vehicle for children is located amongst other warnings and is not illustrated. The warning against using a lap-only belt is not illustrated in the seat belt routing/usage section and does not explicitly state that a lap-only belt may not be used.",3.72791927319135,3,4,4,3,5
137818,Booster,223,FALSE,,Graco,2020-06-06,Atlas 65,1946242,Combination,"27.0"" - 57.0""",22.0lbs - 100.0lbs,27,57,22,100,https://static.nhtsa.gov/images/childseats/Graco_Atlas_65.jpg,0,0,0,0,2,FALSE,Highback,13.3,"30lb - 100lb / 38"" - 57""",30,100,30,51.7,-3,38,57,57,100,Rating Name,"The user must read the manual to convert this seat to this mode of use from booster mode; there are labels depicting harness storage, but the label does not show the crotch buckle in the storage compartment.
There is not a picture of a child properly restrained in the CRS directly next to sizing information on the labeling. No supplemental sizing information is given on the labels. The labels do not give any indication of how the harness should be adjusted to fit on the child. The labels do not explain how to use either the LATCH belt or the tether strap.
The car seat is equipped with hook-style LATCH attachments which may require twisting to remove from the lower anchors in the vehicle.  The storage location for the LATCH belt and/or tether strap is not obvious and may be overlooked.
The manual storage location may be difficult to find. No full picture exists of a properly restrained child next to sizing information in the owner's manual. Lap-belt-only usage instructions are not given separately in the belt routing section.
The user must read the manual to convert this seat to this mode of use from harnessed mode; there are labels depicting harness storage, but the label does not show the crotch buckle in the storage compartment.
The shoulder belt portion of the belt path is not labeled.
The manual storage location may be difficult to find.",3.72329113327214,4,5,4,2,5
137818,Forward-Facing,222,FALSE,,Graco,2020-06-06,Atlas 65,1946242,Combination,"27.0"" - 57.0""",22.0lbs - 100.0lbs,27,57,22,100,https://static.nhtsa.gov/images/childseats/Graco_Atlas_65.jpg,0,0,0,0,2,FALSE,5-pt,13.5,"22lb - 65lb / 27"" - 49""",22,65,22,51.5,55,27,49,57,100,Rating Name,"The user must read the manual to convert this seat to this mode of use from booster mode; there are labels depicting harness storage, but the label does not show the crotch buckle in the storage compartment.
There is not a picture of a child properly restrained in the CRS directly next to sizing information on the labeling. No supplemental sizing information is given on the labels. The labels do not give any indication of how the harness should be adjusted to fit on the child. The labels do not explain how to use either the LATCH belt or the tether strap.
The car seat is equipped with hook-style LATCH attachments which may require twisting to remove from the lower anchors in the vehicle.  The storage location for the LATCH belt and/or tether strap is not obvious and may be overlooked.
The manual storage location may be difficult to find. No full picture exists of a properly restrained child next to sizing information in the owner's manual. Lap-belt-only usage instructions are not given separately in the belt routing section.
The user must read the manual to convert this seat to this mode of use from harnessed mode; there are labels depicting harness storage, but the label does not show the crotch buckle in the storage compartment.
The shoulder belt portion of the belt path is not labeled.
The manual storage location may be difficult to find.",3.72329113327214,2,4,4,5,4
137721,Forward-Facing,279,FALSE,,Nuna,2016-09-16,RAVA,CS-50-003,Convertible,"Up to 49.0""",5.0lbs - 65.0lbs,0,49,5,65,https://static.nhtsa.gov/images/childseats/Nuna_Rava_webview.jpg,0,0,0,0,2,FALSE,5-pt,27.6,"25lb - 65lb / up to 49""",25,65,25,37.4,40,0,49,49,65,Rating Name,"The harness clip is not labeled to indicate where it should be placed relative to the child's body. The LATCH belt must be rerouted to convert the restraint to this mode of use from another mode, and there are no illustrations on the car seat depicting this step.
There is not a full picture of a child properly restrained in the child seat directly next to sizing information on the labeling. No supplemental sizing information is given on the labels. The seat is not depicted in a rear vehicle seat on the labels. The labels do not explain how to use LATCH.
The user must move padding to route vehicle and LATCH belts. LATCH attachments have buttons to depress for removal.
No full picture exists of a properly restrained child next to sizing information in the instruction manual. No supplemental sizing information beyond the minimum/maximum heights/weights is given in the owner's manual.
The harness clip is not labeled to indicate where it should be placed relative to the child's body. The LATCH belt must be rerouted to convert the restraint to this mode of use from another mode, and there are no illustrations on the car seat depicting this step.
There is not a full picture of a child properly restrained in the child seat directly next to sizing information on the labeling. No supplemental sizing information is given on the labels. The seat is not depicted in a rear vehicle seat on the labels. The labels do not explain how to use LATCH.
The user must move padding to route vehicle and LATCH belts. LATCH attachments have buttons to depress for removal.
The instruction manual cannot be accessed when a child is seated in the seat. No full picture exists of a properly restrained child next to sizing information in the instruction manual. No supplemental sizing information beyond the minimum/maximum heights/weights is given in the owner's manual. The tether is not labeled in the illustrations depicting acceptable modes of installation.",3.70812289719473,3,4,4,4,4
